物资编码,品名,规格,单位,批次,帐存数量,实存数量,实耗数量,单价,实存金额,实耗金额
10010019,鱼沼米,5KG,包,,15.00,3.00,12.00,304.000,912.00,"3,648.00"
15020013,黑盐,,瓶,,6.00,5.00,1.00, , , 
15040001,樱花芥辣,43g,支,,13.00,10.00,3.00,9.000,90.00,27.00
15040064,泰国辣鸡酱,880g,瓶,,1.00,1.00, ,13.000,13.00, 
15050001,致美斋大红浙醋,,瓶,,1.00,1.00, ,5.500,5.50, 
15050016,宁化府陈醋,330ml,支,,20.00,11.00,9.00,10.750,118.25,96.75
15060001,金标生抽,,瓶,,3.00, ,3.00,16.600, ,49.80
15060009,日本海鲜豉油,200ml,瓶,,10.00,6.00,4.00,19.000,114.00,76.00
15060016,泰国鱼露,725毫升,瓶,,2.00,1.00,1.00,8.000,8.00,8.00
15060048,海天罐装金标生抽,1.9l,罐,,11.00,4.00,7.00,16.600,66.40,116.20
15060063,丘比焙煎芝麻汁,1.5L,支,,1.00,1.00, ,60.000,60.00, 
15060090,辣椒浸蒜头,,斤,,25.00,25.00, ,12.000,300.00, 
合计,食品,,,,,,,,"1,687.15","4,021.75"
