id,name,quantity_unit,price_unit,price,quantity,revenue,department_id,month_id,year_id
154,柠檬咸柑桔水,位,RMB,18.00,86.0,1548.00,2,3,2
155,小木耳,份,RMB,28.00,1.0,28.00,5,3,1
156,西芹百合淮山(位),位,RMB,38.00,1.0,38.00,5,1,1
157,金瓜五谷烩龙趸皮,位,RMB,141.75,64.0,9072.0,4,7,1
158,葱烧捞粗面,例,RMB,58.00,1.0,58.00,,2,2
159,陈年普洱,位,RMB,28.00,258.0,7224.00,2,3,2
160,藏红花润肺茶(赠送）,位,RMB,0.00,338.0,0.00,2,4,2
161,开刀龙趸,斤,RMB,198.00,18.0,3564.00,8,7,1
162,意大利黑醋拌海蜇,份,RMB,88.00,36.0,3168.00,1,7,1
163,拍蒜头,碗,RMB,15.00,1.0,15.00,5,9,1
