id,name,quantity_unit,price_unit,price,quantity,revenue,department_id,month_id,year_id
1478,西芹百合炒凉瓜,例,RMB,78.00,1.0,78.00,5,7,1
1479,健康杂粮饭（3月套餐）,位,RMB,12.07,26.0,311.82,5,3,1
1480,鲜肉苁蓉炖飞天鸟,位,RMB,138.00,16.0,2208.00,9,12,1
1481,咖喱芝心角（中）,份,RMB,18.00,51.0,918.00,3,9,1
1482,绍兴20年花雕,支,RMB,498.00,2.0,996.00,2,7,1
1483,肉碎浸本草苗（套餐）,位,RMB,15.57,174.0,2708.80,5,1,2
1484,蟹籽百灵菇烧卖（大）,份,RMB,22.00,17.0,374.00,3,2,2
1485,蟹籽百灵菇烧卖（大）,份,RMB,22.00,67.0,1474.00,3,2,1
1486,紫姜砂窝牛仔骨（中）,中,RMB,256.00,7.0,1792.00,5,3,2
1487,日本翡翠黄金冻鲍（1月套餐）,位,RMB,131.74,75.0,9880.75,5,1,1
1488,低温白雪龙虾仔,位,RMB,128.00,7.0,896.00,8,10,1
1489,红烧羊肚菌,位,RMB,128.00,3.0,384.00,5,3,1
1490,美式芝士蛋糕,份,RMB,22.00,4.0,88.00,5,2,2
1491,香煎飞弹和牛,位,RMB,480.00,4.0,1920.00,4,5,1
1492,虎皮尖椒炒土猪肉,例,RMB,68.00,10.0,680.00,5,3,1
1493,红酒汁低温羊排配日本黑蒜,位,RMB,88.00,30.0,2640.00,4,9,1
1494,清水菜远稻庭面,位,RMB,38.00,1.0,38.00,5,12,1
1495,澳洲奔富407,支,RMB,980.00,6.0,5880.00,2,1,1
1496,香煎淮山炒带子,例,RMB,160.00,13.0,2080.00,4,2,2
1497,澳洲奔富407,支,RMB,980.00,5.0,4900.00,2,1,2
1498,蒜子辣酱油,碟,RMB,10.00,25.0,250.00,5,9,1
1499,虎皮尖椒炒土猪肉,例,RMB,68.00,8.0,544.00,5,3,2
1500,鹅肝粒炒饭（2月套餐）,份,RMB,66.24,14.0,927.36,5,2,1
1501,青椒泰椒拍蒜芫茜梗炒牛肉片,件,RMB,128.00,1.0,128.00,5,8,1
1502,小木耳,份,RMB,28.00,1.0,28.00,5,8,1
1503,鲜水果忌廉生日蛋糕,磅,RMB,68.00,7.0,476.00,3,6,1
1504,鲜水果忌廉生日蛋糕,磅,RMB,68.00,2.0,136.00,3,11,1
1505,虾酱者通菜梗（中）,中,RMB,116.00,2.0,232.00,5,4,1
1506,贺年盆菜（堂食）,份,RMB,"1,280.00",2.0,2560.00,5,2,2
1507,日本鱼沼米生滚粥（位）,位,RMB,30.00,50.0,1500.00,5,5,1
1508,烟薰素鹅卷,份,RMB,48.00,27.0,1296.00,1,7,1
1509,日本12头岩手吉品鲍,位,RMB,"2,280.00",1.0,2280.00,6,6,1
1510,夏日鲜茄局鲜莲,位,RMB,68.00,5.0,340.00,4,12,1
1511,青岛,支,RMB,26.00,66.0,1716.00,2,12,1
1512,夏日鲜茄局鲜莲,位,RMB,68.00,56.0,3808.00,4,9,1
1513,燕窝年糕,盒,RMB,128.00,11.0,1408.00,7,2,2
1514,美式芝士饼,位,RMB,22.00,5.0,110.00,3,10,1
1515,人参灌汤包,半打,RMB,48.00,328.0,15744.00,3,3,2
1516,泉水清炖羊肚菌,位,RMB,128.00,1.0,128.00,5,12,1
1517,健康粟米羹,中,RMB,196.00,3.0,588.00,5,7,1
1518,椒圈炒鸡蛋,例,RMB,78.00,1.0,78.00,5,6,1
1519,台南铁板煎萝卜糕（大）,份,RMB,22.00,98.0,2156.00,3,7,1
1520,香芒帆立贝菊花卷（6月套餐）,位,RMB,35.17,40.0,1406.88,5,8,1
1521,上汤南瓜花（位）,位,RMB,28.00,4.0,112.00,5,5,1
1522,脆皮鸡,只,RMB,198.00,4.0,792.00,5,1,1
1523,香煎韭菜饺,份,RMB,22.00,11.0,242.00,5,3,2
1524,西芹炒土猪肉,中,RMB,176.00,1.0,176.00,5,1,1
1525,黑菌慢煮野生笋壳鱼配露笋汁（2月套餐）,位,RMB,77.81,133.0,10349.14,5,4,1
1526,阿胶红枣鸡脚（特）,份,RMB,26.00,41.0,1066.00,5,5,1
1527,灵芝孢子浸时蔬,例,RMB,68.00,13.0,884.00,5,5,1
1528,野米煮淮山,位,RMB,48.00,7.0,336.00,4,11,1
1529,日本樱花虾酱（瓶）,瓶,RMB,90.00,2.0,180.00,5,10,1
1530,猴枣炖野山龟,位,RMB,198.00,11.0,2178.00,9,1,2
1531,猴枣炖野山龟,位,RMB,198.00,56.0,11088.00,9,1,1
1532,卤水鹅头,半只,RMB,280.00,4.0,1120.00,5,10,1
1533,蚝市扣猪脷,例,RMB,158.00,2.0,316.00,5,2,1
1534,虎皮尖椒,例,RMB,68.00,6.0,408.00,5,1,2
1535,虎皮尖椒,例,RMB,68.00,2.0,136.00,5,1,1
1536,石斛灵芝炖地龙,位,RMB,138.00,160.0,22080.00,9,2,1
1537,青芥石蚝卷,件,RMB,10.00,111.0,1110.00,3,4,2
1538,冻北海鹅肝,位,RMB,88.00,2.0,176.00,5,3,1
1539,开胃泡椒鸭舌,份,RMB,58.00,82.0,4756.00,1,7,1
1540,白灼鲜露笋,例,RMB,88.00,1.0,88.00,5,11,1
1541,沙参红枣鸡脚（特）,份,RMB,26.00,92.0,2392.00,5,11,1
1542,藏红花润肺茶（午市散台）,位,RMB,18.00,40.0,720.00,2,7,1
1543,日本昆布炖野生刺参,位,RMB,128.00,70.0,8960.00,9,6,1
1544,红枣枸杞雪菊茶（午市散台）,位,RMB,18.00,178.0,3204.00,2,2,2
1545,红枣枸杞雪菊茶（午市散台）,位,RMB,18.00,75.0,1350.00,2,2,1
1546,陈皮莲子炖水鸭,例,RMB,188.00,20.0,3760.00,9,5,1
1547,葱烧汁捞粗面（大）,份,RMB,22.00,76.0,1672.00,5,9,1
1548,铁板低温和牛肉配味黄瓜,位,RMB,138.00,497.0,68586.00,4,8,1
1549,美式芝士饼,位,RMB,22.00,17.0,374.00,3,3,2
1550,美式芝士饼,位,RMB,22.00,9.0,198.00,3,3,1
1551,石窝薄荷叶焖莲鹅,份,RMB,60.12,5.0,300.6,5,10,1
1552,日本芽茶(赠送）,位,RMB,0.00,238.0,0.00,2,2,2
1553,蒸水蛋,例,RMB,68.00,1.0,68.00,5,3,2
1554,脆烧星斑扒,位,RMB,138.00,86.0,11868.00,8,8,1
1555,翠豆拌蚌仔,份,RMB,78.00,28.0,2184.00,1,10,1
1556,火山石窝龙趸扒,位,RMB,98.00,193.0,18914.00,8,5,1
1557,牛蒡焖金钱肚（大）,份,RMB,22.00,104.0,2288.00,5,7,1
1558,香煎淮山炒带子,例,RMB,160.00,7.0,1120.00,4,2,1
1559,夜香花,例,RMB,68.00,1.0,68.00,5,8,1
1560,玫瑰花柠檬果冻,位,RMB,18.00,12.0,216.00,3,8,1
1561,京葱炒木耳,例,RMB,78.00,1.0,78.00,5,9,1
1562,意大利黑醋拌海蜇,份,RMB,88.00,18.0,1584.00,1,9,1
1563,五彩杂粮饭,位,RMB,15.00,120.0,1800.00,5,9,1
1564,蓝东星,斤,RMB,188.00,29.9,5621.20,8,1,2
1565,鲜榨苹果汁,杯,RMB,20.00,3.0,60.00,2,5,1
1566,黄丁,斤,RMB,198.00,25.1,4969.80,8,3,2
1567,黄丁,斤,RMB,388.00,5.1,1978.80,8,3,1
1568,春菜,例,RMB,60.0,5.0,300.0,5,12,1
1569,洛神花果冻,件,RMB,10.00,14.0,140.00,3,1,2
1570,咸猪骨煲淋春菜,例,RMB,68.00,3.0,204.00,5,10,1
1571,三文鱼腩,件,RMB,25.00,14.0,350.00,1,5,1
1572,脆牛腩黄桃山楂汁,例,RMB,168.00,8.0,1344.00,5,11,1
1573,鲜胡椒石窝茄子,例,RMB,58.00,102.0,5916.00,5,9,1
1574,保温瓶,个,RMB,50.00,1.0,50.00,2,4,1
1575,保温瓶,个,RMB,50.00,1.0,50.00,2,4,2
1576,咖喱芝心角（中）,份,RMB,18.00,31.0,558.00,3,10,1
1577,兰豆炒淮山,例,RMB,78.00,1.0,78.00,5,2,2
1578,金网青芥石蚝卷（中）,份,RMB,18.00,72.0,1296.00,3,7,1
1579,玛卡绅士强身汤,位,RMB,268.00,42.0,11256.00,9,3,1
1580,玛卡绅士强身汤,位,RMB,268.00,66.0,17688.00,9,3,2
1581,卤水鹅亦,只,RMB,28.00,4.0,112.00,5,9,1
1582,菜远清水稻庭面,位,RMB,38.00,1.0,38.00,5,9,1
1583,鲜天麻兰豆炒鳄鱼片(11月套餐),份,RMB,75.51,40.0,3020.40,5,12,1
1584,大礼盒（券）（粽）,盒,RMB,188.00,70.0,13160.00,7,5,1
1585,藏红花润肺茶,位,RMB,38.00,121.0,4598.00,2,3,2
1586,清焖淮山,例,RMB,68.00,1.0,68.00,5,11,1
1587,羔烧银杏局椰皇,位,RMB,68.00,53.0,3604.00,3,10,1
1588,象拔蚌,斤,RMB,522.25,63.7,33267.6,8,1,1
1589,象拔蚌,斤,RMB,424.93,58.9,25028.2,8,1,2
1590,羊肚菌炖原条辽参,位,RMB,298.00,14.0,4172.00,9,2,1
1591,泰椒豉油（碗）,碗,RMB,10.00,2.0,20.00,5,3,2
1592,青苹果黑蒜澳洲牛肉粒,例,RMB,128.00,68.0,8704.00,5,4,2
1593,青苹果黑蒜澳洲牛肉粒,例,RMB,128.00,24.0,3072.00,5,4,1
1594,杏仁汁（渣）,渣,RMB,138.00,57.0,7866.00,2,2,2
1595,二十年陈皮蒸龙趸球（3月套餐）,位,RMB,38.83,8.0,310.60,8,5,1
1596,清焖淮山（份）,份,RMB,48.00,4.0,192.00,5,11,1
1597,珍菌炒鹅肝粒,例,RMB,98.00,28.0,2744.00,5,12,1
1598,鲜露笋百合炒土猪肉,例,RMB,88.00,2.0,176.00,5,8,1
1599,鲜无花果烩官燕,位,RMB,380.00,19.0,7220.00,6,9,1
1600,泰式生烧金仓鱼,份,RMB,66.25,23.0,1523.8,5,10,1
1601,上汤生菜梗,例,RMB,68.00,1.0,68.00,5,1,1
1602,椰汁浓汤煮黄花鱼,份,RMB,68.00,10.0,680.00,5,1,2
1603,青苹果煎西班牙乳猪,份,RMB,78.00,91.0,7098.00,1,3,2
1604,青苹果煎西班牙乳猪,份,RMB,78.00,42.0,3276.00,1,3,1
1605,蘑菇包（顶）,份,RMB,30.00,136.0,4080.00,3,3,2
1606,西芹百合炒土猪肉,例,RMB,78.00,2.0,156.00,5,4,2
1607,苏眉,斤,RMB,"1,480.00",2.0,2960.00,8,7,1
1608,法式龙虾扒（2月套餐）,位,RMB,125.77,40.0,5030.72,8,8,1
1609,鱼籽酱焖野生刺参,位,RMB,128.00,15.0,1920.00,4,11,1
1610,煲淋白菜苔（位）,位,RMB,28.00,4.0,112.00,5,11,1
1611,木鱼汁煎安康鱼肝（1月套餐）,位,RMB,79.05,8.0,632.37,8,2,1
1612,鲜人参沙白浸桑果鸡,例,RMB,138.00,132.0,18216.00,5,6,1
1613,露笋百合炒元贝,例,RMB,198.00,2.0,396.00,5,3,1
1614,露笋百合炒元贝,例,RMB,198.00,2.0,396.00,5,3,2
1615,春菜苗（位）,位,RMB,28.00,30.0,840.00,5,9,1
1616,番茄炒鸡蛋,例,RMB,68.00,1.0,68.00,5,8,1
1617,焦糖蜂巢糕（中）（半价）,份,RMB,9.00,379.0,3411.00,3,8,1
1618,咸柠檬灼鲜鲍（半价）,位,RMB,54.00,92.0,4968.00,8,6,1
1619,淮杞炖山瑞裙,例,RMB,228.00,15.0,3420.00,9,2,2
1620,黑竹盐脆虾包,份,RMB,26.00,2.0,52.00,3,2,2
1621,红枣枸杞雪菊茶,位,RMB,28.00,249.0,6972.00,2,1,2
1622,西班牙火腿片,位,RMB,88.00,20.0,1760.00,4,9,1
1623,日本芥辣,支,RMB,20.00,8.0,160.00,5,5,1
1624,鲜水果忌廉生日蛋糕（员工价）,磅,RMB,48.00,3.0,144.00,3,1,2
1625,鲜水果忌廉生日蛋糕（员工价）,磅,RMB,48.00,10.0,480.00,3,1,1
1626,焦糖蜂巢糕（件）,件,RMB,8.00,6.0,48.00,3,3,2
1627,无花果南北杏炖鳄鱼,中,RMB,376.00,2.0,752.00,5,11,1
1628,水东芥菜,例,RMB,58.00,41.0,2378.00,5,7,1
1629,松皮菜肉包（中）,份,RMB,18.00,70.0,1260.00,3,7,1
1630,栗子冻饼,位,RMB,16.00,2.0,32.00,3,5,1
1631,小芙丝水,支,RMB,30.00,24.0,720.00,2,8,1
1632,珍菌炒鹅肝粒（中）,中,RMB,196.00,1.0,196.00,5,12,1
1633,泡椒石板野生笋壳(2月套餐),例,RMB,163.33,31.0,5063.23,5,5,1
1634,脆皮野菌肠（大）,份,RMB,22.00,78.0,1716.00,3,4,2
1635,春菜苗,例,RMB,58.45,44.0,2572.0,5,10,1
1636,花虾,斤,RMB,168.00,10.0,1680.00,8,10,1
1637,金瓜五谷烩关西刺参,位,RMB,128.00,42.0,5376.00,5,7,1
1638,法式蛋挞（中）,份,RMB,18.00,46.0,828.00,3,2,2
1639,金兰花汁烩龙趸皮,位,RMB,388.00,13.0,5044.00,5,3,1
1640,金兰花汁烩龙趸皮,位,RMB,388.00,25.0,9700.00,5,3,2
1641,朱古力心太软,位,RMB,20.00,37.0,740.00,3,2,1
1642,猴枣炖野山龟,位,RMB,198.00,6.0,1188.00,9,6,1
1643,养生灵芝金瓜糕（小）,份,RMB,13.00,33.0,429.00,3,4,1
1644,喜力,支,RMB,28.00,12.0,336.00,2,1,2
1645,喜力,支,RMB,28.00,2.0,56.00,2,1,1
1646,香醋花生,例,RMB,28.00,1.0,28.00,5,11,1
1647,原只鸡蛋,个,RMB,5.00,4.0,20.00,5,9,1
1648,柚子汁北海道刺参,位,RMB,298.00,2.0,596.00,5,6,1
1649,黄瓜煎薄餐（小）,份,RMB,13.00,137.0,1781.00,3,4,2
1650,黄瓜煎薄餐（小）,份,RMB,13.00,90.0,1170.00,3,4,1
1651,樱花虾葱油稻庭冷面（8月套餐）,位,RMB,24.89,68.0,1692.46,3,8,1
1652,石板酸菜自制豆腐,例,RMB,68.00,179.0,12172.00,5,12,1
1653,红枣枸杞雪菊茶,位,RMB,28.00,184.0,5152.00,2,8,1
1654,桑螵蛸淮杞炖走地鸡,位,RMB,48.00,30.0,1440.00,5,1,1
1655,黄耳野菌饺,件,RMB,10.00,180.0,1800.00,3,3,1
1656,和牛三拼,例,RMB,498.00,12.0,5976.00,5,9,1
1657,普通茶（散）,位,RMB,10.00,692.0,6920.00,2,1,1
1658,羊肚菌炖肉汁,位,RMB,168.00,1.0,168.00,5,4,1
1659,黑松露吞拿鱼腩,位,RMB,128.00,23.0,2944.00,4,7,1
1660,普通茶（散）,位,RMB,10.00,1015.0,10150.00,2,1,2
1661,青岛,支,RMB,26.00,122.0,3172.00,2,4,2
1662,青岛,支,RMB,26.00,20.0,520.00,2,4,1
1663,寿桃（小）,只,RMB,8.00,22.0,176.00,3,6,1
1664,尖椒圈炒蛋,中,RMB,136.00,1.0,136.00,5,3,1
1665,双葱黑椒爆黑豚肉,例,RMB,88.00,9.0,792.00,5,5,1
1666,雪碧,罐,RMB,13.00,7.0,91.00,2,4,2
1667,雪碧,罐,RMB,13.00,4.0,52.00,2,4,1
1668,鲜茄汤烩海胆蟹钳,位,RMB,88.00,86.0,7568.00,4,4,2
1669,风味汁大花螺,份,RMB,88.00,27.0,2376.00,1,11,1
1670,京葱烧日本北海道60头刺参,位,RMB,298.00,76.0,22648.00,5,11,1
1671,瑶柱蛋白炒饭,例,RMB,58.00,3.0,174.00,5,8,1
1672,鲜虾干迫粉丝煲,份,RMB,58.00,16.0,928.00,5,12,1
1673,蟹黄蟹肉兰度（位）,位,RMB,60.00,14.0,840.00,5,3,2
1674,蟹黄蟹肉兰度（位）,位,RMB,60.00,4.0,240.00,5,3,1
1675,花龙虾,斤,RMB,568.00,10.1,5736.80,8,8,1
1676,番茄鸡蛋汤稻庭面,位,RMB,38.00,2.0,76.00,5,6,1
1677,焦糖布甸（半价）,份,RMB,24.00,155.0,3720.00,3,4,2
1678,可乐,罐,RMB,13.00,18.0,234.00,2,12,1
1679,潮式双丸,份,RMB,30.0,73.0,2190.0,5,4,2
1680,皇帝菜（位）,位,RMB,28.00,18.0,504.00,5,5,1
1681,柚子汁北海道刺参,位,RMB,298.00,12.0,3576.00,5,11,1
1682,香芹炒木耳淮山,例,RMB,78.00,1.0,78.00,5,4,2
1683,酒烧台湾野生乌鱼籽,位,RMB,68.00,107.0,7276.00,4,3,1
1684,日本制南非20头吉品鲍（6折特惠价）,位,RMB,288.00,5.0,1440.00,6,10,1
1685,新鲜墨鱼,例,RMB,138.00,5.0,690.00,5,2,1
1686,波士顿龙虾,斤,RMB,181.46,50.8,9218.4,8,4,2
1687,粉葛云苓炖山斑,位,RMB,128.00,5.0,640.00,5,3,1
1688,冻鹅肝,位,RMB,88.00,2.0,176.00,4,4,2
1689,野生花金古,斤,RMB,474.0,15.0,7110.0,8,4,2
1690,木耳淮山炒土猪肉,例,RMB,78.00,1.0,78.00,5,7,1
1691,珍菌煎西班牙火腿片,位,RMB,98.00,24.0,2352.00,4,12,1
1692,鲜榨苹果汁（渣）,渣,RMB,98.00,2.0,196.00,2,8,1
1693,原只木瓜炖百合莲子,位,RMB,58.00,2.0,116.00,5,1,2
1694,黑松露蒸牛肉球（特）,份,RMB,26.00,74.0,1924.00,3,2,1
1695,川红花浸菜苗（位）,位,RMB,28.00,1.0,28.00,5,5,1
1696,黑松露蒸牛肉球（特）,份,RMB,26.00,71.0,1846.00,3,2,2
1697,淮山咸骨粥（大）,份,RMB,22.00,74.0,1628.00,5,1,2
1698,黑芝麻汤丸（位）,位,RMB,16.00,83.0,1328.00,3,2,2
1699,樱花虾葱油稻庭冷面（半价）,位,RMB,19.00,31.0,589.00,3,10,1
1700,日本昆布炖野生刺参,位,RMB,128.00,73.0,9344.00,9,10,1
1701,脆虾丸配泡沫刺芹汁,位,RMB,88.00,1.0,88.00,4,3,1
1702,青榄椰皇炖鹧鸪,位,RMB,128.00,133.0,17024.00,9,9,1
1703,夏日鲜茄局鲜莲,位,RMB,68.00,9.0,612.00,4,11,1
1704,VIP水果（送）,位,RMB,0.00,1535.0,0.00,2,10,1
1705,清炒酸菜,例,RMB,68.00,2.0,136.00,5,8,1
1706,日本15头岩手吉品鲍,位,RMB,"1,280.00",4.0,5120.00,6,7,1
1707,脆皮鸡,只,RMB,180.00,2.0,360.00,5,2,2
1708,脆皮鸡,半只,RMB,90.00,1.0,90.00,5,2,1
1709,依云水鱼沼米粥（大）,份,RMB,22.00,26.0,572.00,5,6,1
1710,西兰花,例,RMB,58.00,3.0,174.00,5,2,2
1711,松茸莲藕酥（顶）,份,RMB,30.00,145.0,4350.00,3,12,1
1712,野竹笙浸鲜蔬苗,例,RMB,88.00,1.0,88.00,5,4,2
1713,洛神花果冻,件,RMB,10.00,121.0,1210.00,3,11,1
1714,意大利圣培露（柠檬汁）,瓶,RMB,25.00,19.0,475.00,2,3,1
1715,意大利圣培露（柠檬汁）,瓶,RMB,25.00,23.0,575.00,2,3,2
1716,美点三品拼,份,RMB,28.00,5.0,140.00,3,11,1
1717,莲藕煲猪肘（半价）,份,RMB,11.22,180.0,2020.0,5,4,2
1718,葛根云苓炖绿卡水鱼(2月套餐),例,RMB,247.87,13.0,3222.27,5,3,2
1719,日本黑竹盐烧和牛膜（半价）,位,RMB,169.00,64.0,10816.00,4,7,1
1720,香芒带子菊花卷,例,RMB,88.00,12.0,1056.00,5,9,1
1721,韭菜河虾炒雪花牛肉,例,RMB,168.00,3.0,504.00,5,3,1
1722,杏仁汁,渣,RMB,138.00,10.0,1380.00,2,8,1
1723,日本岩手吉品鲍25头（6折特惠价）,位,RMB,408.00,4.0,1632.00,6,2,2
1724,小芙丝水,支,RMB,30.00,15.0,450.00,2,12,1
1725,日本岩手吉品鲍20头（6折特惠价）,位,RMB,528.00,9.0,4752.00,6,10,1
1726,白粥,例,RMB,40.00,1.0,40.00,5,8,1
1727,咸柠檬灼鲜鲍,位,RMB,108.00,29.0,3132.00,8,4,1
1728,通菜梗,例,RMB,58.00,2.0,116.00,5,8,1
1729,西芹百合腰果炒露笋,例,RMB,128.00,1.0,128.00,5,11,1
1730,客家萝卜丝丸（大）,份,RMB,22.00,48.0,1056.00,3,2,1
1731,蓝莓经典,位,RMB,18.00,10.0,180.00,3,3,1
1732,苏打水,罐,RMB,13.00,24.0,312.00,2,4,1
1733,苏打水,罐,RMB,13.00,46.0,598.00,2,4,2
1734,清炒凉瓜,例,RMB,68.00,1.0,68.00,5,11,1
1735,鱼窝萝卜煲牛杂,份,RMB,22.89,90.0,2060.0,5,3,2
1736,意大利提拉米苏,位,RMB,20.00,67.0,1340.00,3,5,1
1737,百岁草炖珍珠鲍鱼,位,RMB,180.00,92.0,16560.00,8,12,1
1738,万年青拼素鹅卷,份,RMB,38.00,4.0,152.00,1,11,1
1739,咸柠檬灼鲜鲍,位,RMB,108.00,51.0,5508.00,8,7,1
1740,百合莲子炖秋梨,位,RMB,38.00,81.0,3078.00,3,9,1
1741,蒜子辣酱油（碗）,碗,RMB,15.00,10.0,150.00,5,5,1
1742,双葱黑椒爆黑豚肉,例,RMB,88.00,8.0,704.00,5,12,1
1743,辣椒叶,例,RMB,58.00,58.0,3364.00,5,10,1
1744,开刀龙趸(半价）,斤,RMB,99.00,72.9,7217.10,8,4,1
1745,法式蛋挞（中）（半价）,份,RMB,9.00,374.0,3366.00,3,3,2
1746,枸杞叶,例,RMB,58.00,85.0,4930.00,5,3,1
1747,歌剧蛋糕（2月套餐）,份,RMB,41.78,7.0,292.46,3,3,1
1748,枸杞叶,例,RMB,58.08,260.0,15100.0,5,3,2
1749,珍菌炒鹅肝粒,例,RMB,98.00,33.0,3234.00,5,3,1
1750,松皮菜肉包,件,RMB,10.00,178.0,1780.00,3,1,1
1751,羊肚菌炖瘦肉,位,RMB,128.00,3.0,384.00,5,12,1
1752,珍菌炒鹅肝粒,位,RMB,48.00,3.0,144.00,5,3,2
1753,艾叶（位）,位,RMB,28.00,5.0,140.00,5,3,2
1754,艾叶（位）,位,RMB,28.00,11.0,308.00,5,3,1
1755,日本黑竹盐烧和牛膜,位,RMB,338.00,2.0,676.00,4,6,1
1756,金腿五仁(券）,盒,RMB,238.00,17.0,4046.00,7,8,1
1757,姜葱蒜油,份,RMB,15.00,1.0,15.00,5,4,1
1758,台湾绿茶蛋糕（中）(半价),份,RMB,9.00,294.0,2646.00,3,6,1
1759,鲜肉苁蓉炖飞天鸟,位,RMB,138.00,22.0,3036.00,9,10,1
1760,萝卜苗（位）,位,RMB,28.00,91.0,2548.00,5,4,2
1761,开刀龙趸,斤,RMB,138.00,21.0,2898.00,8,4,2
1762,脆烧星斑扒（半价）,位,RMB,69.00,86.0,5934.00,8,5,1
1763,苏打水,罐,RMB,13.00,47.0,611.00,2,11,1
1764,木鱼汁香煎法国鹅肝,位,RMB,168.00,18.0,3024.00,4,10,1
1765,脆皮野菌肠（大）,份,RMB,22.00,1.0,22.00,5,7,1
1766,野生花旗参蜜枣茶,位,RMB,28.00,114.0,3192.00,2,2,1
1767,野生花旗参蜜枣茶,位,RMB,28.00,178.0,4984.00,2,2,2
1768,美国响螺,斤,RMB,228.00,4.4,1003.20,8,3,2
1769,XO酱爆龙趸螺,斤,RMB,148.00,1.0,148.00,8,3,1
1770,蒜子辣酱油,碟,RMB,10.00,22.0,220.00,5,7,1
1771,柚子汁北海道刺参(8月套餐),位,RMB,181.33,68.0,12330.66,5,8,1
1772,澳洲奔富407,支,RMB,980.00,6.0,5880.00,2,3,1
1773,大芙丝水,支,RMB,68.00,3.0,204.00,2,7,1
1774,虎皮尖椒炒土猪肉,例,RMB,68.00,3.0,204.00,5,12,1
1775,鹅肝粒炒饭（2月套餐）,份,RMB,66.24,5.0,331.20,5,4,1
1776,芥兰（位）,位,RMB,28.00,3.0,84.00,5,10,1
1777,九层塔鲜胡椒炒斑球,例,RMB,168.00,13.0,2184.00,8,2,2
1778,大虾皇,斤,RMB,248.00,21.1,5232.80,8,10,1
1779,八头南非鲍,只,RMB,550.00,6.0,3300.00,6,5,1
1780,喜之次鱼（半价）,斤,RMB,342.86,25.2,8640.0,5,4,1
1781,羊肚菌炖瘦肉汤,位,RMB,168.00,1.0,168.00,5,7,1
1782,松皮菜肉包,件,RMB,10.00,189.0,1890.00,3,2,2
1783,软黑芙蓉王,包,RMB,88.00,7.0,616.00,2,9,1
1784,脆皮野菌肠（大）(半价),份,RMB,11.00,410.0,4510.00,3,8,1
1785,博士养生茶,位,RMB,28.00,546.0,15288.00,2,1,1
1786,枸杞叶,例,RMB,58.00,46.0,2668.00,5,2,2
1787,焦糖蜂巢糕（件）,件,RMB,6.00,15.0,90.00,3,8,1
1788,日本鱼沼米生滚粥（位）,位,RMB,30.00,47.0,1410.00,5,7,1
1789,烟薰素鹅卷,份,RMB,48.00,45.0,2160.00,1,5,1
1790,枸杞叶,例,RMB,58.00,3.0,174.00,5,2,1
1791,拉菲副牌2004年,支,RMB,"3,800.00",1.0,3800.00,2,5,1
1792,高度茅台53度,支,RMB,"1,980.00",1.0,1980.00,2,9,1
1793,黄丁,斤,RMB,173.17,26.1,4519.8,8,11,1
1794,鲜人参灌汤包,件,RMB,8.00,1.0,8.00,3,9,1
1795,水果,位,RMB,28.00,3.0,84.00,2,11,1
1796,泉水清炖羊肚菌,位,RMB,128.00,3.0,384.00,5,10,1
1797,虎皮尖椒,例,RMB,68.00,3.0,204.00,5,11,1
1798,咸猪骨煲淋,例,RMB,68.00,2.0,136.00,5,3,2
1799,上汤艾叶,例,RMB,68.00,1.0,68.00,5,2,2
1800,凉拌红萝卜丝,份,RMB,38.00,1.0,38.00,5,7,1
1801,杏仁汁,杯,RMB,35.00,2.0,70.00,2,11,1
1802,台南铁板煎萝卜糕（大）,份,RMB,22.00,119.0,2618.00,3,9,1
1803,阿胶红枣鸡脚（特）,份,RMB,26.00,24.0,624.00,5,3,1
1804,风味凉菜三小碟(8月套餐),份,RMB,49.99,7.0,349.93,1,8,1
1805,清炒百合,中,RMB,156.00,1.0,156.00,5,2,2
1806,花虾,斤,RMB,168.00,25.5,4284.00,8,8,1
1807,黑菌慢煮野生笋壳鱼配露笋汁（2月套餐）,位,RMB,77.81,150.0,11671.95,5,2,1
1808,蟹籽百灵菇烧卖（大）,份,RMB,22.00,71.0,1562.00,3,12,1
1809,虎皮尖椒,例,RMB,68.0,3.0,204.0,5,7,1
1810,鲜胡椒石窝茄子（例）,例,RMB,58.00,246.0,14268.00,5,3,2
1811,石斛灵芝炖地龙,位,RMB,138.00,306.0,42228.00,9,4,2
1812,石斛灵芝炖地龙,位,RMB,138.00,163.0,22494.00,9,4,1
1813,老鼠斑,斤,RMB,538.00,20.3,10921.40,8,9,1
1814,开胃泡椒鸭舌,份,RMB,58.00,55.0,3190.00,1,9,1
1815,海胆刺芹汤,位,RMB,68.00,66.0,4488.00,9,8,1
1816,灵芝蒸乳鸽,例,RMB,88.00,5.0,440.00,5,1,1
1817,生上姬松茸,例,RMB,88.00,1.0,88.00,5,4,2
1818,古希华2006年限量版,支,RMB,980.00,1.0,980.00,2,5,1
1819,灵芝孢子浸时蔬,例,RMB,68.00,8.0,544.00,5,3,1
1820,韩式石窝肥牛,例,RMB,98.00,8.0,784.00,5,1,2
1821,鲜鱼汤浸西施鱼腐,位,RMB,68.00,10.0,680.00,4,1,1
1822,日本昆布炖野生刺参,位,RMB,128.00,226.0,28928.00,9,4,2
1823,日本昆布炖野生刺参,位,RMB,128.00,32.0,4096.00,9,4,1
1824,樱花虾葱油稻庭冷面（半价）,位,RMB,19.00,70.0,1330.00,3,3,1
